instr,Ecoa1,Ecoa2,Ecoa3,class,nb.repeat,attendance,difficulty
RF01023387,12,9,9,TI3035,1,2,3
RF01023387,20,19,18,TC3045,1,3,3
RF01023387,27,26,27,TC3045,1,4,3
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,16,9,9,TC3045,1,4,5
RF01023387,27,27,27,TC3045,1,1,5
RF01023387,26,27,27,TC3045,1,1,4
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,16,18,18,TC3045,1,0,1
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,29,27,27,TC3045,1,3,5
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,16,9,9,TC3045,1,4,5
RF01023387,18,22,45,TC3045,1,1,4
RF01023387,29,36,36,TC3045,1,3,3
RF01023387,20,29,34,TC3045,1,1,3
RF01023387,20,19,21,TC3045,1,2,4
RF01023387,13,9,9,TC3045,1,1,4
RF01023387,26,29,31,TC3045,1,2,3
RF01023387,41,39,40,TC3045,1,3,3
RF01023387,27,29,29,TC3045,1,1,3
RF01023387,20,18,18,TC3045,1,2,4
RF01023387,27,27,27,TC3045,3,2,4
RF01023387,15,9,9,TC3045,1,3,5
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,26,27,27,TC3045,1,1,4
RF01023387,27,26,27,TC3045,1,2,4
RF01023387,22,18,18,TC3045,1,3,5
RF01023387,16,16,18,TC3045,1,4,1
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,21,22,19,TC3045,1,2,3
RF01023387,19,19,24,TC3045,1,2,4
RF01023387,27,27,27,TC3045,1,1,5
RF01023387,13,11,9,TC3045,1,2,4
RF01023387,44,43,45,TC3045,1,4,5
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,37,36,36,TC3045,1,4,5
RF01023387,36,36,36,TC3045,1,4,4
RF01023387,29,35,34,TC3045,1,3,4
RF01023387,21,18,18,TC3045,1,4,3
RF01023387,12,14,18,TC3045,1,1,4
RF01023387,14,9,9,TC3045,1,2,5
RF01023387,17,18,18,TC3045,1,1,2
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,30,27,27,TC3045,1,4,5
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,33,30,36,TC3045,1,3,3
RF01023387,28,27,29,TC3045,1,4,3
RF01023387,28,27,27,TC3045,1,4,3
RF01023387,24,28,20,TC3045,1,0,4
RF01023387,10,9,9,TC3045,1,0,3
RF01023387,30,27,27,TC3045,1,4,5
RF01023387,33,27,29,TC3045,1,3,5
RF01023387,36,36,36,TC3045,1,3,5
RF01023387,44,45,45,TC3045,3,4,5
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,22,27,27,TC3045,3,0,1
RF01023387,35,36,36,TC3045,1,3,4
RF01023387,40,38,41,TC3045,3,1,4
RF01023387,24,33,36,TC3045,3,0,2
RF01023387,27,30,25,TC3045,2,1,4
RF01023387,32,36,36,TC3045,3,0,4
RF01023387,40,44,40,TC3045,1,1,4
RF01023387,30,27,27,TC3045,2,0,5
RF01023387,16,16,16,TC3045,2,1,4
RF01023387,19,18,20,TC3045,2,0,5
RF01023387,23,27,27,TC3045,2,0,2
RF01023387,11,9,9,TC3045,2,0,4
RF01023387,16,9,9,TC3045,2,4,5
RF01023387,29,29,36,TC3045,2,0,4
RF01023387,20,27,27,TC3045,2,1,4
RF01023387,38,38,37,TC3045,2,4,3
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,25,28,27,TC3045,2,0,4
RF01023387,43,45,45,TC3045,2,4,4
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,19,18,18,TC3045,2,1,4
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,14,9,9,TC3045,2,4,3
RF01023387,42,45,45,TC3045,2,2,5
RF01023387,30,27,27,TC3045,2,4,5
RF01023387,36,31,40,TC3045,2,1,4
RF01023387,21,18,18,TC3045,2,3,4
RF01023387,24,27,27,TC3045,1,0,3
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,25,27,27,TC3045,1,2,3
RF01023387,22,26,26,TC3045,1,1,5
RF01023387,13,9,9,TC3045,1,1,5
RF01023387,35,41,43,TC3045,1,1,3
RF01023387,27,27,24,TC3045,1,3,3
RF01023387,34,36,36,TC3045,1,3,3
RF01023387,41,45,45,TC3045,1,2,4
RF01023387,20,18,18,TC3045,1,3,3
RF01023387,33,34,36,TC3045,1,4,3
RF01023387,14,13,9,TC3045,1,4,3
RF01023387,42,45,45,TC3045,1,4,3
RF01023387,32,37,37,TC3045,1,2,2
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,27,27,27,TC3045,1,1,4
RF01023387,35,36,36,TC3045,1,4,3
RF01023387,15,9,30,TC3045,1,3,5
RF01023387,42,45,45,TC3045,1,2,5
RF01023387,40,45,45,TC3045,1,2,3
RF01023387,34,36,36,TC3045,1,2,4
RF01023387,27,27,25,TC3045,1,3,4
RF01023387,26,26,28,TC3045,1,3,3
RF01023387,28,27,27,TC3045,1,2,5
RF01023387,27,27,27,TC3045,1,3,3
RF01023387,29,27,27,TC3045,1,1,5
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,8,9,17,TC3045,1,0,1
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,20,19,21,TC3045,1,3,4
RF01023387,21,19,19,TC3045,1,2,3
RF01023387,33,36,36,TC3045,1,1,4
RF01023387,24,29,22,TC3045,1,1,4
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,27,29,27,TC3045,1,2,4
RF01023387,21,18,18,TC3045,1,3,4
RF01023387,19,18,18,TC3045,1,2,3
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,9,9,9,TC3045,1,1,1
RF01023387,35,36,36,TC3045,1,3,5
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,34,36,36,TC3045,1,3,3
RF01023387,18,20,21,TC3045,1,1,1
RF01023387,31,26,22,TC3045,1,3,3
RF01023387,32,31,27,TC3045,1,4,3
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,26,27,27,TC3045,3,2,3
RF01023387,41,45,45,TC3045,1,2,4
RF01023387,28,23,26,TC3045,1,1,4
RF01023387,12,16,18,TC3045,1,1,4
RF01023387,34,36,36,TC3045,1,3,3
RF01023387,13,9,9,TC3045,1,1,5
RF01023387,28,27,27,TC3045,1,3,4
RF01023387,42,45,45,TC3045,1,3,4
RF01023387,36,37,37,TC3045,1,2,4
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,9,9,9,TC3045,1,1,1
RF01023387,21,18,18,TC3045,1,2,5
RF01023387,35,36,36,TC3045,1,3,4
RF01023387,12,9,9,TC3045,1,1,4
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,40,45,45,TC3045,1,1,4
RF01023387,18,18,18,TC3045,1,1,3
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,29,36,34,TC3045,1,2,3
RF01023387,28,27,27,TC3045,1,3,4
RF01023387,29,27,28,TC3045,1,3,5
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,22,26,24,TC3045,1,1,4
RF01023387,18,18,18,TC3045,1,1,3
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,32,36,36,TC3045,1,1,3
RF01023387,36,45,45,TC3045,1,0,1
RF01023387,25,29,32,TC3045,1,1,4
RF01023387,29,35,34,TC3045,1,3,3
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,26,32,41,TC3045,1,1,4
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,20,19,19,TC3045,1,0,3
RF01023387,24,31,33,TC3045,1,2,3
RF01023387,25,27,27,TC3045,1,1,3
RF01023387,37,34,32,TC3045,1,2,5
RF01023387,26,32,36,TC3045,1,1,4
RF01023387,34,36,36,TC3045,1,3,3
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,34,36,36,TC3045,1,2,4
RF01023387,25,25,27,TC3045,1,2,1
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,19,19,23,TC3045,1,3,4
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,33,36,36,TC3045,1,3,3
RF01023387,26,27,27,TC3045,1,1,4
RF01023387,43,45,45,TC3045,1,4,4
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,17,10,17,TC3045,1,2,4
RF01023387,22,23,18,TC3045,1,3,4
RF01023387,25,27,27,TC3045,1,1,3
RF01023387,19,18,18,TC3045,1,1,5
RF01023387,22,19,26,TC3045,1,3,3
RF01023387,29,27,30,TC3045,1,1,4
RF01023387,20,18,18,TC3045,1,1,5
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,27,38,44,TC3045,1,2,3
RF01023387,27,27,27,TC3045,3,2,4
RF01023387,42,45,45,TC3045,1,3,4
RF01023387,34,36,36,TC3045,1,3,3
RF01023387,25,27,27,TC3045,1,1,3
RF01023387,26,27,32,TC3045,1,1,4
RF01023387,19,23,27,TC3045,1,1,4
RF01023387,34,36,36,TC3045,1,2,4
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,35,27,36,TC3045,1,3,4
RF01023387,31,24,27,TC3045,1,2,5
RF01023387,39,42,38,TC3045,1,1,5
RF01023387,35,36,36,TC3045,1,4,3
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,33,35,34,TC3045,1,1,4
RF01023387,26,27,27,TC3045,1,2,3
RF01023387,29,27,27,TC3045,1,4,4
RF01023387,34,36,36,TC3045,1,3,3
RF01023387,33,36,36,TC3045,1,1,4
RF01023387,34,36,36,TC3045,1,3,3
RF01023387,44,45,45,TC3045,3,4,5
RF01023387,30,37,40,TC3045,1,3,4
RF01023387,31,37,44,TC3045,2,1,4
RF01023387,24,27,27,TC3045,3,0,3
RF01023387,36,36,36,TC3045,1,4,4
RF01023387,36,42,39,TC3045,1,4,2
RF01023387,30,27,27,TC3045,1,4,5
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,43,45,45,TC3045,1,4,4
RF01023387,26,29,27,TC3045,3,1,3
RF01023387,15,11,9,TC3045,3,3,5
RF01023387,32,33,36,TC3045,3,1,3
RF01023387,10,9,9,TC3045,1,0,1
RF01023387,29,29,25,TC3045,3,1,3
RF01023387,27,31,33,TC3045,2,3,4
RF01023387,21,26,27,TC3045,1,1,3
RF01023387,21,34,23,TC3045,2,3,4
RF01023387,21,21,23,TC3045,2,2,3
RF01023387,13,18,22,TC3045,2,2,4
RF01023387,32,37,38,TC3045,2,1,4
RF01023387,17,25,25,TC3045,2,3,3
RF01023387,33,36,36,TC3045,1,3,2
RF01023387,17,15,16,TC3045,1,3,3
RF01023387,14,18,19,TC3045,1,0,1
RF01023387,15,22,27,TC3045,1,0,1
RF01023387,20,28,29,TC3045,1,0,3
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,17,22,20,TC3045,1,3,4
RF01023387,14,19,21,TC3045,1,3,3
RF01023387,19,30,24,TC3045,1,3,3
RF01023387,20,21,18,TC3045,1,3,3
RF01023387,24,29,35,TC3045,1,3,3
RF01023387,10,17,26,TC3045,1,0,3
RF01023387,20,23,18,TC3045,1,4,4
RF01023387,15,33,23,TC3045,1,0,2
RF01023387,28,27,25,TC3045,1,0,1
RF01023387,15,23,11,TC3045,1,3,3
RF01023387,26,38,34,TC3045,1,4,2
RF01023387,15,15,10,TC3045,1,3,3
RF01023387,11,23,21,TC3045,1,1,3
RF01023387,22,30,28,TC3045,1,3,3
RF01023387,18,18,11,TC3045,1,3,3
RF01023387,16,22,21,TC3045,1,4,3
RF01023387,9,30,23,TC3045,1,0,1
RF01023387,17,26,23,TC3045,1,3,2
RF01023387,14,23,13,TC3045,1,3,1
RF01023387,13,16,13,TC3045,1,3,3
RF01023387,24,36,38,TC3045,1,0,1
RF01023387,25,33,33,TC3045,1,3,3
RF01023387,21,30,31,TC3045,1,3,2
RF01023387,28,31,34,TC3045,1,2,4
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,21,18,18,TC3045,3,2,5
RF01023387,25,27,27,TC3045,3,0,4
RF01023387,28,31,36,TC3045,3,2,3
RF01023387,28,36,36,TC3045,3,1,2
RF01023387,26,27,27,TC3045,3,1,4
RF01023387,28,27,27,TC3045,2,3,4
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,19,23,26,TC3045,3,0,4
RF01023387,21,19,27,TC3045,1,0,1
RF01023387,28,27,27,TC3045,2,3,4
RF01023387,26,34,36,TC3045,2,3,1
RF01023387,17,18,18,TC3045,2,1,2
RF01023387,26,27,27,TC3045,2,3,2
RF01023387,22,27,27,TC3045,2,0,1
RF01023387,12,9,9,TC3045,2,2,3
RF01023387,23,33,27,TC3045,1,0,1
RF01023387,22,21,18,TC3045,1,3,5
RF01023387,26,33,35,TC3045,1,3,3
RF01023387,14,23,21,TC3045,1,3,3
RF01023387,25,32,36,TC3045,1,0,4
RF01023387,10,9,9,TC3045,1,0,3
RF01023387,15,11,11,TC3045,1,0,4
RF01023387,26,34,36,TC3045,1,0,1
RF01023387,29,27,27,TC3045,1,3,5
RF01023387,36,45,45,TC3045,1,0,1
RF01023387,20,29,24,TC3045,1,2,5
RF01023387,25,30,25,TC3045,1,3,4
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,22,35,30,TC3045,1,4,4
RF01023387,20,18,18,TC3045,1,1,5
RF01023387,34,36,36,TC3045,1,2,4
RF01023387,20,27,27,TC3045,1,0,1
RF01023387,26,30,27,TC3045,1,0,5
RF01023387,17,28,24,TC3045,1,0,1
RF01023387,17,22,22,TC3045,1,0,1
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,28,27,29,TC3045,1,3,5
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,22,19,18,TC3045,1,2,4
RF01023387,14,25,25,TC3045,1,0,2
RF01023387,29,27,27,TC3045,1,1,3
RF01023387,14,14,9,TC3045,1,2,3
RF01023387,26,29,29,TC3045,1,2,4
RF01023387,24,29,37,TC3045,1,0,3
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,17,23,40,TC3045,1,4,3
RF01023387,26,26,26,TC3045,1,4,1
RF01023387,21,28,34,TC3045,1,3,3
RF01023387,29,27,27,TC3045,1,4,4
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,27,31,26,TC3045,1,3,3
RF01023387,31,36,36,TC3045,1,0,3
RF01023387,16,25,28,TC3045,1,1,3
RF01023387,25,27,33,TC3045,1,3,4
RF01023387,29,31,33,TC3045,1,2,5
RF01023387,11,19,26,TC3045,1,0,1
RF01023387,30,32,33,TC3045,1,3,4
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,28,38,36,TC3045,1,0,1
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,25,28,23,TC3045,1,3,3
RF01023387,15,23,27,TC3045,1,0,1
RF01023387,18,29,34,TC3045,1,0,1
RF01023387,26,29,22,TC3045,2,4,5
RF01023387,34,36,36,TC3045,2,3,3
RF01023387,40,45,45,TC3045,2,3,2
RF01023387,16,28,36,TC3045,2,1,4
RF01023387,28,26,29,TC3045,1,1,4
RF01023387,22,29,28,TC3045,1,0,1
RF01023387,43,45,45,TC3045,1,4,4
RF01023387,28,41,42,TC3045,1,1,3
RF01023387,26,27,27,TC3045,3,2,3
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,24,27,36,TC3045,3,4,4
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,16,13,13,TC3045,2,0,5
RF01023387,29,27,27,TC3045,1,3,5
RF01023387,27,25,27,TC3045,3,2,5
RF01023387,33,38,40,TC3045,2,3,4
RF01023387,23,27,28,TC3045,1,1,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,32,36,36,TC3045,1,0,4
RF01023387,21,36,27,TC3045,1,0,1
RF01023387,25,27,27,TC3045,1,1,4
RF01023387,15,28,36,TC3045,1,0,1
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,14,9,9,TC3045,1,2,5
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,27,30,30,TC3045,1,3,4
RF01023387,29,27,27,TC3045,1,3,5
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,27,28,26,TC3045,1,1,4
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,22,24,24,TC3045,1,3,5
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,26,26,33,TC3045,1,3,4
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,25,27,27,TC3045,1,1,4
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,12,20,16,TC3045,1,1,4
RF01023387,20,40,35,TC3045,1,0,3
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,20,17,16,TC3045,1,3,5
RF01023387,35,32,36,TC3045,1,3,4
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,39,45,45,TC3045,1,1,3
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,21,26,23,TC3045,1,4,4
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,37,45,45,TC3045,1,1,1
RF01023387,36,41,45,TC3045,1,4,4
RF01023387,20,28,27,TC3045,1,0,1
RF01023387,10,13,11,TC3045,1,0,1
RF01023387,28,30,32,TC3045,1,3,4
RF01023387,26,22,27,TC3045,1,3,5
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,28,27,27,TC3045,1,3,4
RF01023387,29,35,34,TC3045,1,0,1
RF01023387,33,32,31,TC3045,1,3,3
RF01023387,22,27,22,TC3045,1,0,1
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,20,18,18,TC3045,1,1,5
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,27,29,28,TC3045,1,3,3
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,20,32,39,TC3045,1,3,4
RF01023387,17,27,31,TC3045,1,1,3
RF01023387,34,36,33,TC3045,2,3,3
RF01023387,28,33,35,TC3045,1,0,1
RF01023387,29,36,36,TC3045,3,1,3
RF01023387,28,27,30,TC3045,2,1,3
RF01023387,27,32,26,TC3045,1,3,2
RF01023387,15,18,12,TC3045,2,3,5
RF01023387,13,20,27,TC3045,2,0,1
RF01023387,16,13,9,TC3045,1,0,1
RF01023387,32,28,34,TC3045,2,3,3
RF01023387,14,9,9,TC3045,1,3,4
RF01023387,30,26,36,TC3045,1,4,3
RF01023387,25,30,29,TC3045,1,2,5
RF01023387,28,35,37,TC3045,1,2,1
RF01023387,23,23,23,TC3045,1,4,3
RF01023387,30,38,45,TC3045,1,2,4
RF01023387,32,36,36,TC3045,3,0,4
RF01023387,32,26,23,TC3045,3,1,3
RF01023387,35,36,36,TC3045,2,3,4
RF01023387,27,36,27,TC3045,1,3,1
RF01023387,23,26,36,TC3045,2,0,3
RF01023387,36,45,45,TC3045,1,0,1
RF01023387,34,40,40,TC3045,2,1,3
RF01023387,20,27,23,TC3045,2,2,3
RF01023387,28,30,35,TC3045,2,0,3
RF01023387,34,45,45,TC3045,1,0,1
RF01023387,30,37,37,TC3045,2,0,1
RF01023387,38,45,45,TC3045,2,2,1
RF01023387,22,26,27,TC3045,1,2,3
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,43,45,45,TC3045,1,3,5
RF01023387,9,9,9,TC3045,1,1,1
RF01023387,36,45,45,TC3045,1,0,1
RF01023387,27,27,27,TC3045,1,2,4
RF01023387,26,25,33,TC3045,1,2,4
RF01023387,18,18,18,TC3045,1,3,1
RF01023387,36,45,45,TC3045,1,0,1
RF01023387,8,23,36,TC3045,1,0,1
RF01023387,27,32,26,TC3045,1,3,4
RF01023387,28,34,45,TC3045,1,2,3
RF01023387,28,27,28,TC3045,1,2,3
RF01023387,39,45,45,TC3045,1,3,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,41,45,45,TC3045,1,3,3
RF01023387,26,27,27,TC3045,1,1,4
RF01023387,32,29,33,TC3045,1,2,4
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,34,31,33,TC3045,1,3,4
RF01023387,16,16,20,TC3045,1,2,4
RF01023387,25,31,33,TC3045,1,1,3
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,32,38,37,TC3045,1,3,1
RF01023387,32,29,34,TC3045,1,3,4
RF01023387,26,28,34,TC3045,1,1,3
RF01023387,29,27,27,TC3045,1,3,5
RF01023387,33,36,36,TC3045,1,2,3
RF01023387,25,27,27,TC3045,1,3,1
RF01023387,33,32,35,TC3045,1,2,4
RF01023387,36,45,45,TC3045,1,0,1
RF01023387,41,45,45,TC3045,1,3,3
RF01023387,14,20,20,TC3045,1,0,1
RF01023387,34,36,36,TC3045,1,2,4
RF01023387,24,37,39,TC3045,1,0,1
RF01023387,32,31,26,TC3045,1,0,4
RF01023387,38,45,45,TC3045,1,0,3
RF01023387,33,30,35,TC3045,1,2,4
RF01023387,36,45,45,TC3045,1,0,1
RF01023387,27,27,27,TC3045,1,3,3
RF01023387,34,36,36,TC3045,1,3,3
RF01023387,8,9,18,TC3045,1,0,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,23,27,27,TC3045,1,1,1
RF01023387,31,33,32,TC3045,1,3,5
RF01023387,34,29,27,TC3045,1,3,3
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,31,36,36,TC3045,1,0,3
RF01023387,21,12,44,TC3045,1,3,4
RF01023387,36,37,37,TC3045,1,3,4
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,20,22,18,TC3045,1,0,1
RF01023387,30,39,33,TC3045,3,1,3
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,34,36,36,TC3045,3,2,4
RF01023387,20,18,18,TC3045,1,4,2
RF01023387,15,36,27,TC3045,1,0,1
RF01023387,17,21,24,TC3045,1,0,1
RF01023387,44,45,45,TC3045,1,4,5
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,22,27,21,TC3045,1,0,1
RF01023387,25,22,31,TC3045,1,3,3
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,20,18,27,TC3045,1,3,3
RF01023387,31,36,34,TC3045,1,0,3
RF01023387,16,18,23,TC3045,1,0,1
RF01023387,24,35,42,TC3045,1,0,1
RF01023387,17,18,18,TC3045,1,0,1
RF01023387,30,27,27,TC3045,1,4,5
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,35,34,36,TC3045,1,4,3
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,31,36,36,TC3045,1,4,1
RF01023387,18,18,18,TC3045,1,0,1
RF01023387,29,28,30,TC3045,1,0,1
RF01023387,36,36,36,TC3045,1,4,4
RF01023387,29,37,37,TC3045,1,0,1
RF01023387,29,36,33,TC3045,1,0,1
RF01023387,17,21,20,TC3045,1,0,1
RF01023387,16,22,24,TC3045,1,2,3
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,19,28,36,TC3045,1,4,3
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,30,36,36,TC3045,1,0,1
RF01023387,18,23,29,TC3045,1,0,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,18,21,18,TC3045,1,0,5
RF01023387,19,24,21,TC3045,1,0,1
RF01023387,27,26,28,TC3045,1,2,3
RF01023387,35,36,36,TC3045,1,4,3
RF01023387,22,32,25,TC3045,1,4,2
RF01023387,23,25,20,TC3045,1,4,3
RF01023387,16,18,18,TC3045,1,0,1
RF01023387,29,36,34,TC3045,1,3,1
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,18,23,18,TC3045,1,3,1
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,20,18,18,TC3045,1,4,2
RF01023387,8,13,9,TC3045,1,0,1
RF01023387,22,15,18,TC3045,1,4,3
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,28,32,36,TC3045,1,3,4
RF01023387,34,36,36,TC3045,1,4,2
RF01023387,30,36,32,TC3045,1,0,1
RF01023387,24,33,32,TC3045,1,4,2
RF01023387,11,18,18,TC3045,1,0,1
RF01023387,17,19,21,TC3045,1,4,1
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,17,24,29,TC3045,1,3,1
RF01023387,22,19,18,TC3045,1,4,4
RF01023387,40,45,45,TC3045,1,0,5
RF01023387,42,45,45,TC3045,1,4,3
RF01023387,19,18,18,TC3045,1,4,1
RF01023387,15,18,18,TC3045,1,0,1
RF01023387,37,25,18,TC3045,1,4,4
RF01023387,22,26,28,TC3045,1,0,1
RF01023387,23,18,22,TC3045,1,4,4
RF01023387,20,26,23,TC3045,3,3,2
RF01023387,11,9,9,TC3045,1,0,4
RF01023387,43,45,45,TC3045,1,4,4
RF01023387,27,21,29,TC3045,1,3,4
RF01023387,24,18,25,TC3045,1,3,2
RF01023387,18,22,27,TC3045,1,0,4
RF01023387,29,31,27,TC3045,1,0,1
RF01023387,23,21,21,TC3045,1,4,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,32,32,38,TC3045,1,3,3
RF01023387,16,23,20,TC3045,1,0,1
RF01023387,21,19,18,TC3045,1,4,3
RF01023387,31,38,39,TC3045,1,4,1
RF01023387,36,36,36,TC3045,1,4,4
RF01023387,36,45,45,TC3045,1,0,1
RF01023387,15,19,24,TC3045,1,0,1
RF01023387,36,36,36,TC3045,1,4,4
RF01023387,29,33,42,TC3045,3,3,2
RF01023387,8,9,9,TC3045,1,0,1
RF01023387,25,28,27,TC3045,1,1,3
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,34,39,36,TC3045,1,4,4
RF01023387,36,45,45,TC3045,1,0,1
RF01023387,24,25,27,TC3045,1,3,3
RF01023387,16,18,18,TC3045,1,1,1
RF01023387,22,22,31,TC3045,1,2,4
RF01023387,28,30,31,TC3045,1,0,3
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,32,37,38,TC3045,1,3,1
RF01023387,23,30,36,TC3045,1,0,2
RF01023387,22,27,27,TC3045,1,0,1
RF01023387,29,36,36,TC3045,1,0,1
RF01023387,19,17,20,TC3045,1,3,4
RF01023387,9,18,18,TC3045,1,0,1
RF01023359,16,18,19,TC3054,1,0,1
RF01023359,25,24,27,TC3054,1,0,1
RF01023359,33,32,35,TC3054,1,1,4
RF01023359,25,27,30,TC3054,1,3,1
RF01023359,16,26,30,TC3054,1,1,5
RF01023359,19,23,28,TC3054,1,0,5
RF01023359,32,36,36,TC3054,1,2,2
RF01023359,27,33,36,TC3054,1,3,4
RF01023359,23,27,24,TC3054,1,3,2
RF01023359,24,19,27,TC3054,1,4,3
RF01023359,30,27,27,TC3054,1,4,5
RF01023359,42,45,45,TC3054,1,3,4
RF01023359,28,27,27,TC3054,1,4,3
RF01023359,28,37,37,TC3054,1,0,2
RF01023359,8,9,9,TC3054,1,0,1
RF01023359,44,45,37,TC3054,1,4,5
RF01023359,36,45,45,TC3054,1,0,1
RF01023359,37,41,41,TC3054,1,4,1
RF01023359,8,9,9,TC3054,1,0,1
RF01023359,26,34,35,TC3054,1,0,1
RF01023359,15,21,18,TC3054,1,0,1
RF01023359,26,27,28,TC3054,1,3,5
RF01023359,20,20,21,TC3054,1,0,5
